LP,IAUNo,AdNo,Code,s,sub.date,shower name-designation,activity,LoSb,LoSe,LoS,Ra,De,dRa,dDe,Vg,LoR,S_LoR,LaR,theta,phi,Flags,a,q,e,peri,node,inc,N,Group,CG,Origin,Remarks,OTe,L-T,References
696,326,0,EPG,1,2008-mm-dd,epsilon-Pegasids                        , annual ,104,106,105.5,326.3,14.7,1.5,0.45,29.9,334.06,228.56,26.51,132.13,233,       ,0.757,0.173,0.7711,334.9,105.2,55.4,62,0,0,                                        ,                                                                                                                                                      ,R   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"
697,326,1,EPG,1,23/08/2015,epsilon-Pegasids                        , annual ,101,109,109,330.2,13,0.87,0.35,28.4,337.24,228.24,23.52,133.15,236.84,  M   1,0.73,0.144,0.806,337.8,109.3,49,33,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
698,327,0,BEQ,1,2008-mm-dd,beta-Equuleids                          , annual ,104,112,106.5,321.5,8.7,0.69,-0.28,31.6,326.89,220.39,22.55,126.76,241.4,       ,0.887,0.163,0.8164,330.3,106.2,49.7,89,0,0,                                        ,                                                                                                                                                      ,R   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"
699,327,1,BEQ,1,23/08/2015,beta-Equuleids                          , annual ,77,98,91,305.1,1.1,0.91,0.23,33.2,307.74,216.74,20.06,124.18,245.5,  M   1,1.03,0.157,0.849,327.6,84.8,46.5,38,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
700,328,0,ALA,1,2008-mm-dd,alpha-Lacertids                         , annual ,102,110,105.5,343,49.6,0.7,0.37,38.9,11.76,266.26,50.72,129.18,183.05,       ,1.089,1.002,0.0799,217.1,105.3,81.1,66,0,0,                                        , In Brown et all. 2008 the shower was called July sigma-Cassiopeiids                                                                                  ,R   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"
701,328,1,ALA,-3,23/08/2015,alpha-Lacertids                         , annual ,       ,       ,106,349.4,54.4,0.82,0.39,37.4,21.48,275.48,52.05,127.74,175.74,  M   1,1.07,0.976,0.088,122.2,114.5,77.7,2,0,0,                                        ,N=2;                                                                                                                                                  ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
702,330,0,SSE,1,2008-mm-dd,sigma-Serpentids                        ,2002/06 ,261,279,275.5,242.8,-0.1,0.75,-0.14,42.67,240.77,325.27,20.62,122.23,114.6,       ,1.92,0.16,0.9168,41.3,275.9,64,540,0,0,                                        ,                                                                                                                                                      ,R   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"
703,330,1,SSE,1,2010-mm-dd,sigma-Serpentids                        ,2002/08 ,255,291,275,242.4,-0.1,0.64,0.03,42.3,240.35,325.35,20.54,122.17,114.49,       ,1.9,0.1596,0.916,41.2,275,62.4,1075,0,0,                                        ,                                                                                                                                                      ,R   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A>"
704,330,2,SSE,1,23/08/2015,sigma-Serpentids                        , annual ,272,275,276,245.4,-4.8,0.95,-0.16,45.5,244.37,328.37,16.48,120.19,109.16,  M   1,4.3,0.123,0.972,39.1,273.3,60,3,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"3] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
705,331,0,AHY,1,2008-mm-dd,alpha-Hydrids                           ,2002/06 ,281,289,285.5,127.6,-7.9,0.65,-0.17,43.6,132.25,206.75,-25.99,113.86,298.64,       ,12.7,0.287,0.9774,115.6,105,57.1,193,0,0,                                        ,                                                                                                                                                      ,R   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"
708,331,3,AHY,1,2010-mm-dd,alpha-Hydrids                           ,2002/08 ,267,300,286,128.5,-8.6,0.64,-0.12,43.2,133.42,207.42,-26.42,114.35,299.24,       ,8.62,0.291,0.966,115.64,106,57,770,0,0,                                        ,                                                                                                                                                      ,R   ,LookUp table file name,"4] <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A>"
709,331,4,AHY,1,23/08/2015,alpha-Hydrids                           , annual ,265,275,284,126.9,-8.7,0.87,-0.24,43.3,131.75,207.75,-26.95,114.52,299.88,  M   1,7.07,0.297,0.971,114.6,103.2,58.1,119,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"5] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
710,331,6,AHY,1,01/05/2023,alpha-Hydrids                           , annual ,266.68,297.11,282.17,126,-8.1,0.67,-0.16,43.8,130.61,208.44,-26.61,115.2,299.67,       ,9.06,0.288,0.968,116,102.2,59.3,191,0,0,                                        ,                                                                                                                                                      ,T   ,331AHY_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
712,333,0,OCU,1,2006-mm-dd,October Ursae Majorids                  , annual ,       ,       ,202.1,144.8,64.48,       ,       ,54.1,120.96,278.86,46.82,132.54,171.77,       ,5.92,0.979,0.875,163.7,202.1,99.7,10,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2006JIMO...34..157U' target=_blank>Uehara et al., 2006</A>"
714,333,2,OCU,1,23/08/2015,October Ursae Majorids                  , annual ,201,203,202,145,64.8,1.39,-0.33,55.6,120.85,278.85,47.14,132.23,171.88,  M   1,12.6,0.982,0.967,165.9,202.2,100.6,9,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"3] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
715,333,8,OCU,1,01/05/2023,October Ursae Majorids                  , annual ,201.14,205.05,202.61,145.6,64.1,1.14,-0.94,55.8,121.67,279.06,46.65,132.68,171.54,       ,22.8,0.979,0.957,164.5,202.6,101.1,70,0,0,                                        ,                                                                                                                                                      ,T   ,333OCU_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
717,334,1,DAD,1,23/08/2015,December alpha-Draconids                , annual ,248,263,256,210.8,58.6,0.58,-0.34,40.8,168.04,272.04,62.78,117.2,178.95,  M   1,2.48,0.983,0.603,177.4,254.8,71.8,47,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
718,334,3,DAD,1,16/11/2022,December alpha-Draconids                , annual ,230.042,264.984,250.9,203,62.3,1.04,-0.55,41.2,156.56,265.66,62.2,117.71,182.29,       ,2.699,0.975,0.639,185.8,250.9,72.9,487,0,0,                                        ,                                                                                                                                                      ,T   ,334_DAD.csv           ,"4) <A href='https://ui.adsabs.harvard.edu/abs/2022JIMO...50...38S/abstract' target=_blank>Shiba, 2022.</a>"
720,335,1,XVI,1,23/08/2015,December chi-Virginids                  , annual ,248,280,267,194.3,-12,0.94,-0.39,69.1,197.8,290.8,-5.43,158.53,75.01,  M   1,6.24,0.663,0.985,290.3,86.5,169.1,46,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
721,335,3,XVI,1,01/05/2023,December chi-Virginids                  , annual ,245.95,275.78,261.32,190.3,-9.9,0.68,-0.36,68.5,193.35,292.03,-5.03,157.43,76.79,       ,30.8,0.622,0.98,284.9,81.3,169.6,129,0,0,                                        ,                                                                                                                                                      ,T   ,335XVI_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
723,336,1,DKD,1,23/08/2015,December kappa-Draconids                , annual ,250,255,252,187.2,70.2,0.77,-0.39,43.8,135.06,243.06,61.66,115.04,193.73,  M   1,10.31,0.929,0.914,208.5,251.5,73.1,36,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
724,336,6,DKD,1,01/05/2023,December kappa-Draconids                , annual ,241.54,259.82,251.92,185.9,70.4,0.72,-0.46,43.8,134.2,242.28,61.41,115.07,194.23,       ,11,0.925,0.916,209.3,251.9,73.1,171,0,0,                                        ,                                                                                                                                                      ,T   ,336DKD_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
728,337,3,NUE,1,23/08/2015,nu-Eridanids                            , annual ,150,234,163,61.5,4.3,0.95,0.19,67.1,60.29,257.29,-16.25,159.48,322.95,  M   1,7.04,0.867,0.916,51.2,6.5,150.7,291,0,0,The Halley Complex                      ,Node & peri corrected by P.Jenniskens (email 2021.02.26)                                                                                              ,T   ,LookUp table file name,"4] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
729,337,5,NUE,1,01/05/2023,nu-Eridanids                            , annual ,160.15,189.53,171.66,71,2.3,0.78,0.35,66.5,69.77,258.11,-19.81,157.02,330.24,       ,12.5,0.891,0.929,40,351.7,144.8,139,0,0,                                        ,                                                                                                                                                      ,T   ,337NUE_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
